Country,Cancer Type,Deaths (2021),% of Total Cancer Deaths,Total Cancer Deaths,Population (2021)
Ghana,Bladder Cancer,48076,27.26,176373,184108255
Ghana,Non-Hodgkin Lymphoma,1163,0.66,176373,472313378
Ghana,Leukemia,54744,31.04,176373,206984443
Ghana,Kidney Cancer,11634,6.6,176373,1480002419
Ghana,Ovarian Cancer,30300,17.18,176373,547318845
Ghana,Oral Cancer,26121,14.81,176373,1395472499
Greece,Lung Cancer,34361,8.6,399631,1335385890
Greece,Colorectal Cancer,15056,3.77,399631,490975516
Greece,Stomach Cancer,27035,6.76,399631,1225136724
Greece,Liver Cancer,65041,16.28,399631,572853424
Greece,Breast Cancer,54352,13.6,399631,439728895
Greece,Esophageal Cancer,33784,8.45,399631,682577591
Greece,Pancreatic Cancer,34160,8.55,399631,809032384
Greece,Prostate Cancer,65641,16.43,399631,329207919
Greece,Cervical Cancer,7172,1.79,399631,1200875168
Greece,Bladder Cancer,21281,5.33,399631,1087877695
Greece,Non-Hodgkin Lymphoma,52431,13.12,399631,1397432155
Greece,Leukemia,29602,7.41,399631,587991815
Greece,Kidney Cancer,24472,6.12,399631,490341006
Greece,Ovarian Cancer,74616,18.67,399631,287268347
Greece,Oral Cancer,26431,6.61,399631,645970962
Grenada,Lung Cancer,64936,49.91,130111,775072420
Grenada,Colorectal Cancer,42991,33.04,130111,179983756
Grenada,Stomach Cancer,61920,47.59,130111,1058452118
Grenada,Liver Cancer,64530,49.6,130111,684052416
Grenada,Breast Cancer,8788,6.75,130111,1298640882
Grenada,Esophageal Cancer,77816,59.81,130111,37847763
Grenada,Pancreatic Cancer,45857,35.24,130111,1274610605
Grenada,Prostate Cancer,49355,37.93,130111,1180627918
Grenada,Cervical Cancer,65027,49.98,130111,748793898
Grenada,Bladder Cancer,30956,23.79,130111,214099268
Grenada,Non-Hodgkin Lymphoma,77295,59.41,130111,1139365759
Grenada,Leukemia,48241,37.08,130111,90957925
Grenada,Kidney Cancer,29270,22.5,130111,353924639
Grenada,Ovarian Cancer,40279,30.96,130111,1269925662
Grenada,Oral Cancer,62063,47.7,130111,1157304639
Guatemala,Lung Cancer,36144,10.2,354311,719764494
Guatemala,Colorectal Cancer,78360,22.12,354311,1097992547
Guatemala,Stomach Cancer,7979,2.25,354311,1180543117
Guatemala,Liver Cancer,43600,12.31,354311,619064040
Guatemala,Breast Cancer,79040,22.31,354311,131146681
Guatemala,Esophageal Cancer,62558,17.66,354311,181179133
Guatemala,Pancreatic Cancer,7910,2.23,354311,1384905033
Guatemala,Prostate Cancer,35964,10.15,354311,538874083
Guatemala,Cervical Cancer,26227,7.4,354311,490440001
Guatemala,Bladder Cancer,60765,17.15,354311,355002612
Guatemala,Non-Hodgkin Lymphoma,40071,11.31,354311,1066466206
Guatemala,Leukemia,70519,19.9,354311,1340041055
Guatemala,Kidney Cancer,61703,17.41,354311,673070523
Guatemala,Ovarian Cancer,58866,16.61,354311,188843081
Guatemala,Oral Cancer,46838,13.22,354311,476916560
Guinea,Lung Cancer,27806,14.67,189489,409072136
Guinea,Colorectal Cancer,23168,12.23,189489,216143245
Guinea,Stomach Cancer,56419,29.77,189489,486071832
Guinea,Liver Cancer,78425,41.39,189489,1176924723
Guinea,Breast Cancer,3461,1.83,189489,522844436
Guinea,Esophageal Cancer,77971,41.15,189489,849129311
Guinea,Pancreatic Cancer,65946,34.8,189489,55610032
Guinea,Prostate Cancer,62332,32.89,189489,1228960290
Guinea,Cervical Cancer,31841,16.8,189489,1357981791
Guinea,Bladder Cancer,49758,26.26,189489,1489267760
Guinea,Non-Hodgkin Lymphoma,38643,20.39,189489,190049774
Guinea,Leukemia,57849,30.53,189489,585419476
Guinea,Kidney Cancer,29044,15.33,189489,950459965
Guinea,Ovarian Cancer,16997,8.97,189489,1469872583
Guinea,Oral Cancer,24911,13.15,189489,249305901
Guinea-Bissau,Lung Cancer,15571,3.5,444710,232319263
Guinea-Bissau,Colorectal Cancer,58941,13.25,444710,1088431317
Guinea-Bissau,Stomach Cancer,59712,13.43,444710,170892699
Guinea-Bissau,Liver Cancer,49908,11.22,444710,708874257
Guinea-Bissau,Breast Cancer,14057,3.16,444710,566770780
Guinea-Bissau,Esophageal Cancer,56731,12.76,444710,1365877594
Guinea-Bissau,Pancreatic Cancer,49689,11.17,444710,918024350
Guinea-Bissau,Prostate Cancer,47486,10.68,444710,1464308375
Guinea-Bissau,Cervical Cancer,30739,6.91,444710,1000875020
Guinea-Bissau,Bladder Cancer,4754,1.07,444710,1109896164
Guinea-Bissau,Non-Hodgkin Lymphoma,68260,15.35,444710,1046497184
Guinea-Bissau,Leukemia,9706,2.18,444710,1278960894
Guinea-Bissau,Kidney Cancer,19037,4.28,444710,280267346
Guinea-Bissau,Ovarian Cancer,52612,11.83,444710,403682909
Guinea-Bissau,Oral Cancer,6926,1.56,444710,332454571
Guyana,Lung Cancer,10496,2.9,361486,1122508479
Guyana,Colorectal Cancer,30806,8.52,361486,691837639
Guyana,Stomach Cancer,42321,11.71,361486,250289913
Guyana,Liver Cancer,66095,18.28,361486,1060477632
Guyana,Breast Cancer,56147,15.53,361486,973645636
Guyana,Esophageal Cancer,50666,14.02,361486,1194580419
Guyana,Pancreatic Cancer,63946,17.69,361486,1289794985
Guyana,Prostate Cancer,69056,19.1,361486,237588041
Guyana,Cervical Cancer,35196,9.74,361486,1002033599
Guyana,Bladder Cancer,26498,7.33,361486,807956097
Guyana,Non-Hodgkin Lymphoma,32656,9.03,361486,1219876428
Guyana,Leukemia,48701,13.47,361486,1495853865
Guyana,Kidney Cancer,20033,5.54,361486,1461134201
Guyana,Ovarian Cancer,11805,3.27,361486,1429851723
Guyana,Oral Cancer,27832,7.7,361486,48380429
Haiti,Lung Cancer,14944,3.13,477869,1112006644
Haiti,Colorectal Cancer,16379,3.43,477869,1405160586
Haiti,Stomach Cancer,37751,7.9,477869,640469298
Haiti,Liver Cancer,6110,1.28,477869,9805586
Haiti,Breast Cancer,10596,2.22,477869,616748739
Haiti,Esophageal Cancer,19313,4.04,477869,933905973
Haiti,Pancreatic Cancer,24705,5.17,477869,701260069
Haiti,Prostate Cancer,79645,16.67,477869,841173543
Haiti,Cervical Cancer,60796,12.72,477869,125860617
Haiti,Bladder Cancer,65429,13.69,477869,779760379
Haiti,Non-Hodgkin Lymphoma,34848,7.29,477869,400391763
Haiti,Leukemia,60664,12.69,477869,379825846
Haiti,Kidney Cancer,69099,14.46,477869,44420892
Haiti,Ovarian Cancer,70122,14.67,477869,279544087
Haiti,Oral Cancer,49868,10.44,477869,344527759
Honduras,Lung Cancer,7643,1.67,457430,261533123
Honduras,Colorectal Cancer,37727,8.25,457430,445476157
Honduras,Stomach Cancer,66697,14.58,457430,427786461
Honduras,Liver Cancer,15226,3.33,457430,1159871198
Honduras,Breast Cancer,61603,13.47,457430,1397076603
Honduras,Esophageal Cancer,69926,15.29,457430,331962797
Honduras,Pancreatic Cancer,56506,12.35,457430,252474325
Honduras,Prostate Cancer,50815,11.11,457430,1436542636
Honduras,Cervical Cancer,63539,13.89,457430,1224623197
Honduras,Bladder Cancer,22817,4.99,457430,892982821
Honduras,Non-Hodgkin Lymphoma,14428,3.15,457430,1240591838
Honduras,Leukemia,11258,2.46,457430,634303779
Honduras,Kidney Cancer,6469,1.41,457430,1410577142
Honduras,Ovarian Cancer,7256,1.59,457430,1014000672
Honduras,Oral Cancer,34937,7.64,457430,948521139
Hungary,Lung Cancer,26051,9.26,281360,1013165370
Hungary,Colorectal Cancer,76054,27.03,281360,1004372344
Hungary,Stomach Cancer,34787,12.36,281360,1287100085
Hungary,Liver Cancer,76564,27.21,281360,746091232
Hungary,Breast Cancer,60792,21.61,281360,591786757
Hungary,Esophageal Cancer,35051,12.46,281360,1227864367
Hungary,Pancreatic Cancer,31254,11.11,281360,1460439693
Hungary,Prostate Cancer,58418,20.76,281360,1031733670
Hungary,Cervical Cancer,15472,5.5,281360,377966543
Hungary,Bladder Cancer,9329,3.32,281360,1437715057
Hungary,Non-Hodgkin Lymphoma,47850,17.01,281360,113513996
Hungary,Leukemia,7397,2.63,281360,372424885
Hungary,Kidney Cancer,36525,12.98,281360,78647696
Hungary,Ovarian Cancer,24284,8.63,281360,242102738
Hungary,Oral Cancer,26122,9.28,281360,969692633
Iceland,Lung Cancer,63812,20.39,312978,800299492
Iceland,Colorectal Cancer,43963,14.05,312978,1300843120
Iceland,Stomach Cancer,26279,8.4,312978,885844899
Iceland,Liver Cancer,27201,8.69,312978,347180867
Iceland,Breast Cancer,30309,9.68,312978,979991846
Iceland,Esophageal Cancer,57614,18.41,312978,1204505943
Iceland,Pancreatic Cancer,69920,22.34,312978,31190179
Iceland,Prostate Cancer,43821,14.0,312978,247016808
Iceland,Cervical Cancer,14493,4.63,312978,968328429
Iceland,Bladder Cancer,8531,2.73,312978,582341371
Iceland,Non-Hodgkin Lymphoma,8736,2.79,312978,1080647774
Iceland,Leukemia,68155,21.78,312978,675117271
Iceland,Kidney Cancer,63424,20.26,312978,58563860
Iceland,Ovarian Cancer,2431,0.78,312978,246048171
Iceland,Oral Cancer,38481,12.3,312978,1212984285
India,Lung Cancer,75971,31.57,240629,1185207750
India,Colorectal Cancer,1162,0.48,240629,1184745974
India,Stomach Cancer,20675,8.59,240629,1234199373
India,Liver Cancer,18015,7.49,240629,1169015183
India,Breast Cancer,10833,4.5,240629,1481859352
India,Esophageal Cancer,33972,14.12,240629,1152648325
India,Pancreatic Cancer,42800,17.79,240629,145369335
India,Prostate Cancer,3643,1.51,240629,515105169
India,Cervical Cancer,19681,8.18,240629,267257258
India,Bladder Cancer,16892,7.02,240629,140245763
India,Non-Hodgkin Lymphoma,18073,7.51,240629,1168620058
India,Leukemia,15289,6.35,240629,999359711
India,Kidney Cancer,8927,3.71,240629,208535306
India,Ovarian Cancer,67707,28.14,240629,550705175
India,Oral Cancer,78454,32.6,240629,225445865
Indonesia,Lung Cancer,23669,4.77,495755,992368504
Indonesia,Colorectal Cancer,21644,4.37,495755,1102788241
Indonesia,Stomach Cancer,29228,5.9,495755,663174850
Indonesia,Liver Cancer,35521,7.17,495755,822157796
Indonesia,Breast Cancer,27928,5.63,495755,1326850994
Indonesia,Esophageal Cancer,63292,12.77,495755,467121087
Indonesia,Pancreatic Cancer,43891,8.85,495755,787045372
Indonesia,Prostate Cancer,7304,1.47,495755,650600177
Indonesia,Cervical Cancer,30300,6.11,495755,968728835
Indonesia,Bladder Cancer,16352,3.3,495755,790217877
Indonesia,Non-Hodgkin Lymphoma,20446,4.12,495755,194726752
Indonesia,Leukemia,63032,12.71,495755,493928572
Indonesia,Kidney Cancer,8521,1.72,495755,957980153
Indonesia,Ovarian Cancer,19474,3.93,495755,291633384
Indonesia,Oral Cancer,56718,11.44,495755,893644949
Iran,Lung Cancer,68169,46.94,145232,352007685
Iran,Colorectal Cancer,51669,35.58,145232,1491004577
Iran,Stomach Cancer,70184,48.33,145232,712996244
Iran,Liver Cancer,15357,10.57,145232,929101432
Iran,Breast Cancer,69673,47.97,145232,420027785
Iran,Esophageal Cancer,66633,45.88,145232,649426108
Iran,Pancreatic Cancer,70286,48.4,145232,196128405
Iran,Prostate Cancer,75071,51.69,145232,1233527342
Iran,Cervical Cancer,31651,21.79,145232,224151807
Iran,Bladder Cancer,60634,41.75,145232,1230555518
Iran,Non-Hodgkin Lymphoma,11800,8.12,145232,865850879
Iran,Leukemia,64878,44.67,145232,708408403
Iran,Kidney Cancer,75905,52.26,145232,1419262910
Iran,Ovarian Cancer,10283,7.08,145232,1103739309
Iran,Oral Cancer,79707,54.88,145232,84261653
Iraq,Lung Cancer,73055,69.07,105774,543255847
Iraq,Colorectal Cancer,19133,18.09,105774,695151795
Iraq,Stomach Cancer,15939,15.07,105774,1098335565
Iraq,Liver Cancer,57700,54.55,105774,259480807
Iraq,Breast Cancer,19489,18.43,105774,1077875035
Iraq,Esophageal Cancer,40961,38.73,105774,250025392
Iraq,Pancreatic Cancer,30118,28.47,105774,226544257
Iraq,Prostate Cancer,23263,21.99,105774,1477022146
Iraq,Cervical Cancer,43951,41.55,105774,1214031467
Iraq,Bladder Cancer,24648,23.3,105774,1282378530
Iraq,Non-Hodgkin Lymphoma,22253,21.04,105774,674365427
Iraq,Leukemia,27390,25.89,105774,1384422552
Iraq,Kidney Cancer,52578,49.71,105774,402184170
Iraq,Ovarian Cancer,33658,31.82,105774,841135434
Iraq,Oral Cancer,3551,3.36,105774,802970443
Ireland,Lung Cancer,50159,31.15,161001,1234248151
Ireland,Colorectal Cancer,52707,32.74,161001,1258800155
Ireland,Stomach Cancer,22800,14.16,161001,334260963
Ireland,Liver Cancer,58828,36.54,161001,579027092
Ireland,Breast Cancer,8239,5.12,161001,1280531574
Ireland,Esophageal Cancer,22384,13.9,161001,842129870
Ireland,Pancreatic Cancer,68821,42.75,161001,142857895
Ireland,Prostate Cancer,7971,4.95,161001,842380307
Ireland,Cervical Cancer,78067,48.49,161001,714111937
Ireland,Bladder Cancer,38711,24.04,161001,1190295729
Ireland,Non-Hodgkin Lymphoma,2898,1.8,161001,31284261
Ireland,Leukemia,66031,41.01,161001,1000160735
Ireland,Kidney Cancer,18071,11.22,161001,654282922
Ireland,Ovarian Cancer,68843,42.76,161001,1283448349
Ireland,Oral Cancer,12205,7.58,161001,359475509
Israel,Lung Cancer,3591,0.98,368050,506277064
Israel,Colorectal Cancer,63987,17.39,368050,1030633930
Israel,Stomach Cancer,55400,15.05,368050,526849588
Israel,Liver Cancer,53756,14.61,368050,968164573
Israel,Breast Cancer,57481,15.62,368050,713770819
Israel,Esophageal Cancer,34691,9.43,368050,671590522
Israel,Pancreatic Cancer,9438,2.56,368050,558600383
Israel,Prostate Cancer,17154,4.66,368050,803561860
Israel,Cervical Cancer,10752,2.92,368050,400562882
Israel,Bladder Cancer,27819,7.56,368050,943116632
Israel,Non-Hodgkin Lymphoma,25217,6.85,368050,342048701
Israel,Leukemia,33994,9.24,368050,805928188
Israel,Kidney Cancer,78275,21.27,368050,1274413896
Israel,Ovarian Cancer,10587,2.88,368050,176207857
Israel,Oral Cancer,1645,0.45,368050,903985938
Italy,Lung Cancer,31090,8.6,361691,1382419950
Italy,Colorectal Cancer,27475,7.6,361691,1349880840
Italy,Stomach Cancer,44732,12.37,361691,1093304599
Italy,Liver Cancer,47305,13.08,361691,1372190229
Italy,Breast Cancer,10346,2.86,361691,1440707611
Italy,Esophageal Cancer,60165,16.63,361691,747300377
Italy,Pancreatic Cancer,70615,19.52,361691,911593300
Italy,Prostate Cancer,26556,7.34,361691,610765043
Italy,Cervical Cancer,46096,12.74,361691,1030380402
Italy,Bladder Cancer,14230,3.93,361691,822457233
Italy,Non-Hodgkin Lymphoma,71969,19.9,361691,489670282
Italy,Leukemia,77975,21.56,361691,332785087
Italy,Kidney Cancer,7416,2.05,361691,1467506052
Italy,Ovarian Cancer,56915,15.74,361691,1477340573
Italy,Oral Cancer,41718,11.53,361691,1091813786
Ivory Coast,Lung Cancer,28516,9.86,289139,757676879
Ivory Coast,Colorectal Cancer,2089,0.72,289139,1353569314
Ivory Coast,Stomach Cancer,75663,26.17,289139,17394487
Ivory Coast,Liver Cancer,1155,0.4,289139,781264494
Ivory Coast,Breast Cancer,68494,23.69,289139,718826501
Ivory Coast,Esophageal Cancer,39547,13.68,289139,976728763
Ivory Coast,Pancreatic Cancer,56296,19.47,289139,1448580615
Ivory Coast,Prostate Cancer,37598,13.0,289139,1200481686
Ivory Coast,Cervical Cancer,76330,26.4,289139,834870339
Ivory Coast,Bladder Cancer,64278,22.23,289139,1312299365
Ivory Coast,Non-Hodgkin Lymphoma,72906,25.21,289139,1131243384
Ivory Coast,Leukemia,51100,17.67,289139,658829165
Ivory Coast,Kidney Cancer,9179,3.17,289139,1000710096
Ivory Coast,Ovarian Cancer,54798,18.95,289139,1321255880
Ivory Coast,Oral Cancer,51939,17.96,289139,709604748
Jamaica,Lung Cancer,11449,3.98,287598,648545970
Jamaica,Colorectal Cancer,73954,25.71,287598,1809178
Jamaica,Stomach Cancer,68990,23.99,287598,727197690
Jamaica,Liver Cancer,16223,5.64,287598,974799565
Jamaica,Breast Cancer,3659,1.27,287598,201352583
Jamaica,Esophageal Cancer,16037,5.58,287598,1299601982
Jamaica,Pancreatic Cancer,13109,4.56,287598,78309808
Jamaica,Prostate Cancer,9472,3.29,287598,1031380375
Jamaica,Cervical Cancer,62709,21.8,287598,1203751190
Jamaica,Bladder Cancer,54909,19.09,287598,893014584
Jamaica,Non-Hodgkin Lymphoma,54330,18.89,287598,1401327042
Jamaica,Leukemia,22778,7.92,287598,1310564616
Jamaica,Kidney Cancer,60675,21.1,287598,78337555
Jamaica,Ovarian Cancer,76948,26.76,287598,522170637
Jamaica,Oral Cancer,73766,25.65,287598,255196808
Japan,Lung Cancer,14947,4.01,373146,1415739318
Japan,Colorectal Cancer,79610,21.33,373146,484529101
Japan,Stomach Cancer,51085,13.69,373146,517457908
Japan,Liver Cancer,52875,14.17,373146,415612391
Japan,Breast Cancer,44472,11.92,373146,1039926109
Japan,Esophageal Cancer,50416,13.51,373146,54274943
Japan,Pancreatic Cancer,7816,2.09,373146,1220033907
Japan,Prostate Cancer,47733,12.79,373146,423442186
Japan,Cervical Cancer,12240,3.28,373146,1289142778
Japan,Bladder Cancer,72363,19.39,373146,277987898
Japan,Non-Hodgkin Lymphoma,9259,2.48,373146,721715624
Japan,Leukemia,55869,14.97,373146,796987070
Japan,Kidney Cancer,71910,19.27,373146,340169974
Japan,Ovarian Cancer,24567,6.58,373146,1029688348
Japan,Oral Cancer,75813,20.32,373146,1266204080
Jordan,Lung Cancer,10885,7.18,151631,356652642
Jordan,Colorectal Cancer,67314,44.39,151631,1242936365
Jordan,Stomach Cancer,59929,39.52,151631,316033044
Jordan,Liver Cancer,50812,33.51,151631,274335620
Jordan,Breast Cancer,59643,39.33,151631,946860452
Jordan,Esophageal Cancer,43946,28.98,151631,494633440
Jordan,Pancreatic Cancer,73692,48.6,151631,404113980
Jordan,Prostate Cancer,8368,5.52,151631,141212104
Jordan,Cervical Cancer,47403,31.26,151631,1415276048
Jordan,Bladder Cancer,50879,33.55,151631,309259904
Jordan,Non-Hodgkin Lymphoma,33174,21.88,151631,354076647
Jordan,Leukemia,7581,5.0,151631,1177304174
Jordan,Kidney Cancer,50678,33.42,151631,438757800
Jordan,Ovarian Cancer,27649,18.23,151631,708916595
Jordan,Oral Cancer,15567,10.27,151631,564961650
Kazakhstan,Lung Cancer,62944,18.56,339141,871305436
Kazakhstan,Colorectal Cancer,79002,23.29,339141,1020768963
Kazakhstan,Stomach Cancer,19230,5.67,339141,54102022
Kazakhstan,Liver Cancer,44355,13.08,339141,448642139
Kazakhstan,Breast Cancer,31795,9.38,339141,654798229
Kazakhstan,Esophageal Cancer,47571,14.03,339141,1167378967
Kazakhstan,Pancreatic Cancer,18569,5.48,339141,1047227894
Kazakhstan,Prostate Cancer,63824,18.82,339141,27912512
Kazakhstan,Cervical Cancer,33327,9.83,339141,576972438
Kazakhstan,Bladder Cancer,41197,12.15,339141,1093603544
Kazakhstan,Non-Hodgkin Lymphoma,27512,8.11,339141,171793532
Kazakhstan,Leukemia,29933,8.83,339141,197059865
Kazakhstan,Kidney Cancer,5378,1.59,339141,602398919
Kazakhstan,Ovarian Cancer,30033,8.86,339141,1424124572
Kazakhstan,Oral Cancer,43604,12.86,339141,527218082
Kenya,Lung Cancer,74869,22.91,326727,476796770
Kenya,Colorectal Cancer,57044,17.46,326727,890026359
Kenya,Stomach Cancer,72344,22.14,326727,72178892
Kenya,Liver Cancer,55245,16.91,326727,33916781
Kenya,Breast Cancer,59557,18.23,326727,1432585927
Kenya,Esophageal Cancer,38418,11.76,326727,1478144979
Kenya,Pancreatic Cancer,17724,5.42,326727,310446576
Kenya,Prostate Cancer,18087,5.54,326727,55407485
Kenya,Cervical Cancer,32337,9.9,326727,1261524906
Kenya,Bladder Cancer,66333,20.3,326727,1194236712
Kenya,Non-Hodgkin Lymphoma,51952,15.9,326727,1361139607
Kenya,Leukemia,71448,21.87,326727,503796840
Kenya,Kidney Cancer,34623,10.6,326727,136718676
Kenya,Ovarian Cancer,36634,11.21,326727,32834022
Kenya,Oral Cancer,50334,15.41,326727,128424038
Kiribati,Lung Cancer,23207,13.65,170028,869694794
Kiribati,Colorectal Cancer,22386,13.17,170028,565741452
Kiribati,Stomach Cancer,60518,35.59,170028,1180962925
Kiribati,Liver Cancer,53780,31.63,170028,988242514
Kiribati,Breast Cancer,45363,26.68,170028,735194620
Kiribati,Esophageal Cancer,56284,33.1,170028,1109845676
Kiribati,Pancreatic Cancer,73124,43.01,170028,1329745711
Kiribati,Prostate Cancer,23432,13.78,170028,1391669100
Kiribati,Cervical Cancer,65089,38.28,170028,1380536121
Kiribati,Bladder Cancer,38383,22.57,170028,586839450
Kiribati,Non-Hodgkin Lymphoma,53893,31.7,170028,1107414572
Kiribati,Leukemia,67262,39.56,170028,175198448
Kiribati,Kidney Cancer,23190,13.64,170028,802397585
Kiribati,Ovarian Cancer,47737,28.08,170028,492720641
Kiribati,Oral Cancer,39211,23.06,170028,1291014368
Kuwait,Lung Cancer,25995,7.29,356638,397360164
Kuwait,Colorectal Cancer,35542,9.97,356638,213960167
Kuwait,Stomach Cancer,79931,22.41,356638,305975584
Kuwait,Liver Cancer,17715,4.97,356638,345370553
Kuwait,Breast Cancer,25306,7.1,356638,1074100840
Kuwait,Esophageal Cancer,62350,17.48,356638,725014014
Kuwait,Pancreatic Cancer,37636,10.55,356638,768381608
Kuwait,Prostate Cancer,52649,14.76,356638,403270026
Kuwait,Cervical Cancer,75637,21.21,356638,585528081
Kuwait,Bladder Cancer,71194,19.96,356638,498089224
Kuwait,Non-Hodgkin Lymphoma,47619,13.35,356638,739083586
Kuwait,Leukemia,20539,5.76,356638,593177605
Kuwait,Kidney Cancer,61058,17.12,356638,1036006580
Kuwait,Ovarian Cancer,78313,21.96,356638,129812636
Kuwait,Oral Cancer,31373,8.8,356638,1414120386
Kyrgyzstan,Lung Cancer,72975,30.78,237103,1375443777
Kyrgyzstan,Colorectal Cancer,79928,33.71,237103,838013416
Kyrgyzstan,Stomach Cancer,29669,12.51,237103,140555083
Kyrgyzstan,Liver Cancer,3282,1.38,237103,363462518
Kyrgyzstan,Breast Cancer,68534,28.9,237103,188857881
Kyrgyzstan,Esophageal Cancer,39244,16.55,237103,529295124
Kyrgyzstan,Pancreatic Cancer,38437,16.21,237103,252867184
Kyrgyzstan,Prostate Cancer,75878,32.0,237103,1474892574
Kyrgyzstan,Cervical Cancer,73982,31.2,237103,1361315799
Kyrgyzstan,Bladder Cancer,39392,16.61,237103,290414437
Kyrgyzstan,Non-Hodgkin Lymphoma,11516,4.86,237103,827750389
Kyrgyzstan,Leukemia,18514,7.81,237103,743885986
Kyrgyzstan,Kidney Cancer,37268,15.72,237103,1183753142
Kyrgyzstan,Ovarian Cancer,37788,15.94,237103,1242181817
Kyrgyzstan,Oral Cancer,63493,26.78,237103,972861355
Laos,Lung Cancer,18858,6.88,273921,341446379
Laos,Colorectal Cancer,40758,14.88,273921,1114904168
Laos,Stomach Cancer,69670,25.43,273921,425658966
Laos,Liver Cancer,16434,6.0,273921,354040943
Laos,Breast Cancer,48775,17.81,273921,435110264
Laos,Esophageal Cancer,67677,24.71,273921,883984547
Laos,Pancreatic Cancer,46734,17.06,273921,51171169
Laos,Prostate Cancer,41603,15.19,273921,626950726
Laos,Cervical Cancer,69803,25.48,273921,193321956
Laos,Bladder Cancer,22312,8.15,273921,1486532352
Laos,Non-Hodgkin Lymphoma,45179,16.49,273921,1460296018
Laos,Leukemia,41379,15.11,273921,588991003
Laos,Kidney Cancer,45014,16.43,273921,309000222
Laos,Ovarian Cancer,12738,4.65,273921,413268938
Laos,Oral Cancer,12120,4.42,273921,761727333
Latvia,Lung Cancer,1929,0.5,384996,1468690671
Latvia,Colorectal Cancer,18438,4.79,384996,809631683
Latvia,Stomach Cancer,6744,1.75,384996,604670380
Latvia,Liver Cancer,43417,11.28,384996,982343133
Latvia,Breast Cancer,43359,11.26,384996,24429562
Latvia,Esophageal Cancer,71188,18.49,384996,427499737
Latvia,Pancreatic Cancer,8597,2.23,384996,133954101
Latvia,Prostate Cancer,38226,9.93,384996,688301865
Latvia,Cervical Cancer,78362,20.35,384996,101296497
Latvia,Bladder Cancer,19693,5.12,384996,1101429114
Latvia,Non-Hodgkin Lymphoma,54161,14.07,384996,1441876665
Latvia,Leukemia,23052,5.99,384996,1349476772
Latvia,Kidney Cancer,32778,8.51,384996,443136259
Latvia,Ovarian Cancer,67321,17.49,384996,1404197435
Latvia,Oral Cancer,7344,1.91,384996,379823452
Lebanon,Lung Cancer,21538,5.08,423660,652049597
Lebanon,Colorectal Cancer,72155,17.03,423660,133876176
Lebanon,Stomach Cancer,60500,14.28,423660,1462951471
Lebanon,Liver Cancer,43261,10.21,423660,178844291
Lebanon,Breast Cancer,28716,6.78,423660,663047908
Lebanon,Esophageal Cancer,16848,3.98,423660,231689072
Lebanon,Pancreatic Cancer,2932,0.69,423660,180120801
Lebanon,Prostate Cancer,9556,2.26,423660,1125859733
Lebanon,Cervical Cancer,6498,1.53,423660,1455057814
Lebanon,Bladder Cancer,51098,12.06,423660,1299511401
Lebanon,Non-Hodgkin Lymphoma,10569,2.49,423660,1114834911
Lebanon,Leukemia,57882,13.66,423660,761943353
Lebanon,Kidney Cancer,1340,0.32,423660,1471802861
Lebanon,Ovarian Cancer,63443,14.97,423660,1010477140
Lebanon,Oral Cancer,75027,17.71,423660,1421296330
Lesotho,Lung Cancer,76250,15.45,493574,710709184
Lesotho,Colorectal Cancer,31654,6.41,493574,598845271
Lesotho,Stomach Cancer,56778,11.5,493574,647484876
Lesotho,Liver Cancer,59478,12.05,493574,1361460641
Lesotho,Breast Cancer,27762,5.62,493574,891385379
Lesotho,Esophageal Cancer,64922,13.15,493574,1213848636
Lesotho,Pancreatic Cancer,56568,11.46,493574,1008504482
Lesotho,Prostate Cancer,21219,4.3,493574,1291592081
Lesotho,Cervical Cancer,75965,15.39,493574,298973496
Lesotho,Bladder Cancer,45695,9.26,493574,519232825
Lesotho,Non-Hodgkin Lymphoma,78988,16.0,493574,992355878
Lesotho,Leukemia,19951,4.04,493574,170477403
Lesotho,Kidney Cancer,36428,7.38,493574,185789155
Lesotho,Ovarian Cancer,76774,15.55,493574,400494234
Lesotho,Oral Cancer,2140,0.43,493574,426719649
Liberia,Lung Cancer,2708,0.7,388565,164129589
Liberia,Colorectal Cancer,29308,7.54,388565,1056960821
Liberia,Stomach Cancer,56690,14.59,388565,212838438
Liberia,Liver Cancer,17859,4.6,388565,248995908
Liberia,Breast Cancer,2207,0.57,388565,1185412691
Liberia,Esophageal Cancer,68496,17.63,388565,149009977
Liberia,Pancreatic Cancer,49651,12.78,388565,640073808
Liberia,Prostate Cancer,67418,17.35,388565,56415449
Liberia,Cervical Cancer,61011,15.7,388565,1094589811
Liberia,Bladder Cancer,79405,20.44,388565,382099006
Liberia,Non-Hodgkin Lymphoma,79518,20.46,388565,1228431013
Liberia,Leukemia,59954,15.43,388565,873836512
Liberia,Kidney Cancer,3454,0.89,388565,455215578
Liberia,Ovarian Cancer,63154,16.25,388565,332910897
Liberia,Oral Cancer,37304,9.6,388565,1407683058
Libya,Lung Cancer,7142,1.86,384334,393589038
Libya,Colorectal Cancer,52971,13.78,384334,1317791174
Libya,Stomach Cancer,54410,14.16,384334,862031471
Libya,Liver Cancer,49456,12.87,384334,256428423
Libya,Breast Cancer,9016,2.35,384334,603147152
Libya,Esophageal Cancer,63320,16.48,384334,1282768160
Libya,Pancreatic Cancer,41510,10.8,384334,1100715906
Libya,Prostate Cancer,69026,17.96,384334,133242244
