Country,Cancer_Type,Total_Deaths,Population_Size
France,Stomach,1707.0,737652352.0
Vietnam,Thyroid,2150.0,917060337.0
Pakistan,Breast,3989.0,169482734.0
Italy,Breast,734.0,394630878.0
Nigeria,Stomach,2276.0,57360970.0
Turkey,Lung,4438.0,281400656.0
Japan,Cervical,2472.0,593036250.0
Spain,Stomach,1127.0,613264827.0
Turkey,Pancreatic,4035.0,185232542.0
Mexico,Breast,3890.0,1294435478.0
Indonesia,Thyroid,3366.0,
Turkey,Breast,2893.0,632673953.0
USA,Oesophagus,3489.0,178511342.0
Italy,Cervical,4161.0,457339474.0
China,Liver,4321.0,571497551.0
Argentina,Oesophagus,1953.0,473406572.0
China,Lung,4274.0,
Spain,Colorectal,3344.0,200002556.0
USA,Oesophagus,475.0,419686873.0
Nigeria,Lung,2451.0,978813734.0
Italy,Lung,799.0,615256284.0
Germany,Liver,4889.0,337509938.0
Japan,Colorectal,4624.0,116390822.0
India,Prostate,93.0,294711230.0
Canada,Stomach,1609.0,1166492267.0
Nigeria,Thyroid,4244.0,145350572.0
Japan,Pancreatic,3518.0,452468398.0
Russia,Pancreatic,4001.0,80292638.0
China,Pancreatic,4316.0,417304513.0
Russia,Prostate,197.0,1261688648.0
India,Stomach,,260909902.0
Indonesia,Pancreatic,161.0,1294380921.0
South Korea,Stomach,4213.0,1034862913.0
Germany,Thyroid,877.0,1172608962.0
Argentina,Pancreatic,1802.0,
Italy,Colorectal,2989.0,1102499315.0
Spain,Lung,3778.0,1000738934.0
Indonesia,Pancreatic,3666.0,1080030580.0
Canada,Stomach,3773.0,1158225821.0
Argentina,Lung,2327.0,499841671.0
Saudi Arabia,Liver,209.0,403042151.0
Spain,Pancreatic,3415.0,1353912084.0
Russia,Pancreatic,2283.0,1011536693.0
China,Oesophagus,1063.0,1255981871.0
South Korea,Lung,601.0,502454756.0
UK,Pancreatic,1225.0,635954650.0
India,Colorectal,,422450519.0
Australia,Thyroid,1358.0,1152911792.0
UK,Lung,1542.0,1067260501.0
Russia,Thyroid,1291.0,123154061.0
Pakistan,Cervical,4581.0,976592922.0
Australia,Stomach,4877.0,464210178.0
Japan,Liver,1827.0,1061692799.0
Russia,Oesophagus,109.0,1353994144.0
Indonesia,Colorectal,1683.0,267794354.0
India,Liver,2501.0,93575662.0
Germany,Oesophagus,385.0,558544468.0
Russia,Liver,880.0,428391482.0
Japan,Liver,1642.0,940198623.0
UK,Breast,4430.0,863663399.0
South Africa,Stomach,1009.0,731885480.0
Germany,Prostate,4216.0,584382571.0
Nigeria,Oesophagus,1171.0,395071336.0
Canada,Colorectal,2273.0,545071127.0
Nigeria,Lung,3866.0,898760650.0
Australia,Liver,1148.0,832367380.0
Germany,Liver,192.0,677246922.0
Egypt,Oesophagus,3028.0,594147930.0
Spain,Cervical,1096.0,500790762.0
Egypt,Prostate,1118.0,832499109.0
USA,Liver,4237.0,512998389.0
Turkey,Pancreatic,3390.0,1063293788.0
Argentina,Breast,4823.0,104761692.0
South Korea,Thyroid,3485.0,413090556.0
Italy,Breast,3829.0,837728509.0
Italy,Prostate,4527.0,704832542.0
Russia,Pancreatic,1015.0,
Japan,Breast,1229.0,1075673659.0
Indonesia,Thyroid,2484.0,987000374.0
Saudi Arabia,Lung,550.0,149711401.0
Australia,Stomach,4604.0,539000607.0
France,Lung,99.0,377817504.0
South Korea,Stomach,1019.0,1375586382.0
Japan,Cervical,1037.0,917813316.0
Germany,Cervical,4677.0,644947411.0
Egypt,Cervical,1165.0,33356581.0
Turkey,Breast,3982.0,449818020.0
UK,Cervical,1529.0,726843792.0
Bangladesh,Stomach,4484.0,477468739.0
Pakistan,Lung,3174.0,19361527.0
Australia,Oesophagus,3617.0,81950996.0
Argentina,Liver,1708.0,1109979395.0
Vietnam,Stomach,1926.0,956385237.0
Italy,Lung,2101.0,586356414.0
Turkey,Lung,4426.0,683109069.0
Italy,Liver,2865.0,1094928899.0
India,Pancreatic,1020.0,1268485506.0
South Korea,Oesophagus,257.0,1248078061.0
South Africa,Pancreatic,309.0,1163980057.0
Brazil,Pancreatic,4408.0,610402205.0
France,Lung,832.0,1163849523.0
Canada,Thyroid,554.0,720377593.0
China,Colorectal,1623.0,1073557288.0
Bangladesh,Stomach,4348.0,205964353.0
France,Breast,1809.0,979825216.0
Egypt,Pancreatic,3844.0,618354294.0
USA,Cervical,3640.0,1204473902.0
India,Breast,4190.0,1080832167.0
France,Prostate,1451.0,630206433.0
Canada,Thyroid,,1004357631.0
Egypt,Breast,,733371851.0
Canada,Liver,,818822513.0
Vietnam,Colorectal,4035.0,440970825.0
Germany,Oesophagus,4062.0,858705812.0
Egypt,Liver,2142.0,1051375271.0
Nigeria,Pancreatic,3017.0,1232358296.0
Indonesia,Thyroid,1119.0,409436081.0
Russia,Thyroid,1725.0,1122092560.0
UK,Pancreatic,2662.0,1184503218.0
Saudi Arabia,Colorectal,4446.0,699257380.0
South Africa,Lung,337.0,201295271.0
USA,Breast,835.0,988482653.0
Germany,Cervical,2366.0,866874376.0
Nigeria,Pancreatic,2888.0,105151789.0
India,Cervical,3687.0,330157181.0
Vietnam,Breast,2678.0,415230637.0
Saudi Arabia,Colorectal,1315.0,393325428.0
South Africa,Lung,3033.0,798843615.0
Bangladesh,Oesophagus,3065.0,549579279.0
Indonesia,Colorectal,120.0,860412735.0
South Africa,Cervical,4980.0,1359662165.0
Germany,Thyroid,2510.0,971348965.0
Australia,Thyroid,661.0,114358438.0
Japan,Prostate,3573.0,724442476.0
Nigeria,Stomach,3752.0,983010742.0
France,Liver,2626.0,676301639.0
South Korea,Liver,240.0,634944896.0
Pakistan,Pancreatic,1797.0,10736424.0
Australia,Cervical,2175.0,359304812.0
India,Liver,1678.0,737481837.0
Spain,Liver,3422.0,131289315.0
Brazil,Colorectal,3046.0,397163984.0
Japan,Oesophagus,66.0,922787048.0
Egypt,Cervical,4960.0,641411549.0
Saudi Arabia,Prostate,1647.0,
Argentina,Oesophagus,1116.0,865132259.0
China,Prostate,3189.0,117945151.0
France,Cervical,3501.0,606156417.0
Nigeria,Lung,,403975739.0
Bangladesh,Lung,2300.0,488706618.0
Russia,Liver,2823.0,1218375148.0
Egypt,Pancreatic,4254.0,728929777.0
France,Thyroid,333.0,609087279.0
Brazil,Colorectal,3038.0,1013803130.0
Italy,Liver,4882.0,861039849.0
Egypt,Stomach,652.0,626517825.0
China,Lung,1413.0,1260042349.0
Spain,Liver,3402.0,635609073.0
France,Thyroid,4125.0,558329164.0
South Korea,Prostate,4636.0,1217776517.0
UK,Prostate,850.0,578925909.0
Russia,Breast,809.0,118323792.0
Spain,Colorectal,1543.0,668302896.0
Pakistan,Pancreatic,,1182327701.0
France,Prostate,3984.0,
Spain,Breast,864.0,396391813.0
Saudi Arabia,Lung,4948.0,118805683.0
Russia,Prostate,422.0,111250754.0
Italy,Pancreatic,3048.0,527895981.0
India,Liver,2941.0,1058531128.0
Vietnam,Thyroid,3841.0,364791045.0
USA,Stomach,3369.0,895957744.0
South Africa,Prostate,2239.0,194278897.0
Nigeria,Stomach,2499.0,651623332.0
Egypt,Stomach,4017.0,186554887.0
South Korea,Stomach,872.0,
India,Oesophagus,271.0,143581769.0
Nigeria,Stomach,3987.0,1087985177.0
Nigeria,Oesophagus,1437.0,1246423305.0
Argentina,Thyroid,3938.0,7408722.0
Canada,Stomach,,11840158.0
Brazil,Breast,3320.0,412757119.0
Australia,Stomach,1975.0,1246189339.0
Germany,Cervical,4743.0,987178400.0
Argentina,Colorectal,3001.0,672508232.0
Egypt,Breast,4630.0,1374334908.0
Pakistan,Pancreatic,4043.0,1225821404.0
USA,Prostate,2648.0,1061114638.0
UK,Thyroid,1716.0,857033041.0
Italy,Thyroid,3131.0,1004221841.0
Turkey,Cervical,,1241035573.0
Indonesia,Cervical,4807.0,323586573.0
USA,Cervical,2164.0,63701053.0
Russia,Cervical,2802.0,216206771.0
Brazil,Cervical,3218.0,986010492.0
India,Lung,1604.0,180104872.0
Russia,Liver,1130.0,1157766065.0
Mexico,Thyroid,3984.0,915590444.0
Saudi Arabia,Cervical,137.0,660601079.0
Germany,Prostate,2750.0,
Vietnam,Lung,2753.0,1044749043.0
South Korea,Breast,3009.0,1254472014.0
Argentina,Breast,2468.0,177429657.0
Turkey,Oesophagus,2472.0,1085396626.0
Saudi Arabia,Liver,4197.0,101238867.0
South Korea,Breast,1797.0,259077512.0
UK,Cervical,90.0,793276468.0
Vietnam,Thyroid,2188.0,765108789.0
South Africa,Oesophagus,88.0,595190666.0
Vietnam,Colorectal,3134.0,1007195431.0
Brazil,Lung,3729.0,1118802358.0
Russia,Colorectal,2201.0,94114936.0
South Africa,Colorectal,3987.0,803679172.0
Germany,Cervical,2140.0,449324554.0
Australia,Colorectal,258.0,827147562.0
Germany,Colorectal,649.0,1134197028.0
Pakistan,Breast,,536733608.0
Canada,Pancreatic,2573.0,1399285306.0
India,Oesophagus,3759.0,1325956391.0
Australia,Colorectal,2206.0,1216328271.0
Argentina,Liver,263.0,5209777.0
Japan,Prostate,1626.0,1328286248.0
Nigeria,Oesophagus,2868.0,
Indonesia,Liver,2174.0,202619021.0
UK,Prostate,318.0,134781533.0
USA,Colorectal,2458.0,555345990.0
Pakistan,Pancreatic,2627.0,158207191.0
Spain,Stomach,4828.0,1159851558.0
Japan,Thyroid,4307.0,1072233045.0
Spain,Liver,4610.0,328150523.0
Brazil,Colorectal,872.0,771475686.0
Germany,Oesophagus,3685.0,214449363.0
Vietnam,Breast,2645.0,171433584.0
Australia,Colorectal,4003.0,1394602884.0
Mexico,Stomach,3881.0,
Vietnam,Colorectal,2149.0,296943941.0
Canada,Colorectal,4633.0,1016619705.0
USA,Thyroid,,670083076.0
South Korea,Breast,,1097663305.0
Spain,Liver,700.0,1158521435.0
Japan,Cervical,1684.0,112498498.0
Italy,Cervical,4864.0,429886092.0
Brazil,Oesophagus,1217.0,1391100911.0
Vietnam,Pancreatic,4126.0,350851329.0
UK,Colorectal,248.0,1273568701.0
South Africa,Oesophagus,1405.0,605533794.0
Turkey,Pancreatic,3555.0,836269043.0
Italy,Liver,852.0,698121905.0
Canada,Liver,750.0,1376339581.0
Vietnam,Breast,552.0,509123187.0
UK,Cervical,4614.0,707963502.0
Australia,Cervical,2463.0,457542645.0
Vietnam,Oesophagus,4769.0,1332838363.0
Bangladesh,Thyroid,3017.0,
Argentina,Cervical,2920.0,725587478.0
China,Thyroid,4808.0,1018486370.0
Brazil,Thyroid,4896.0,1093504552.0
Nigeria,Liver,3517.0,983899046.0
Mexico,Breast,1468.0,37520735.0
Egypt,Oesophagus,1148.0,948572462.0
Spain,Prostate,3219.0,928208939.0
Spain,Oesophagus,432.0,955226553.0
India,Thyroid,,41768655.0
Australia,Pancreatic,1443.0,745632028.0
France,Pancreatic,3377.0,1251841120.0
Germany,Breast,1702.0,1191830727.0
Indonesia,Liver,4321.0,1020431159.0
South Africa,Liver,4373.0,605197940.0
Germany,Thyroid,2444.0,451442815.0
Italy,Thyroid,2088.0,747948921.0
Indonesia,Stomach,2035.0,
Russia,Stomach,1312.0,
China,Thyroid,1761.0,349227083.0
Japan,Cervical,399.0,1279272467.0
Germany,Oesophagus,4076.0,861561491.0
France,Cervical,490.0,531709379.0
South Africa,Liver,2858.0,
Pakistan,Prostate,2612.0,972632030.0
Vietnam,Oesophagus,3202.0,427116437.0
Italy,Cervical,1434.0,169293070.0
Spain,Cervical,337.0,842802277.0
Indonesia,Lung,2105.0,133902308.0
Spain,Oesophagus,1047.0,1205204891.0
Italy,Prostate,2383.0,281521418.0
Saudi Arabia,Breast,1472.0,339563658.0
Bangladesh,Breast,123.0,752283327.0
France,Cervical,1512.0,3955080.0
Japan,Thyroid,3244.0,919445577.0
Italy,Prostate,2255.0,229609450.0
India,Prostate,479.0,1047264936.0
India,Liver,1521.0,1118841572.0
Indonesia,Pancreatic,3531.0,472649193.0
USA,Lung,,329249342.0
Germany,Liver,4991.0,1298177101.0
Bangladesh,Prostate,1780.0,937571621.0
Italy,Colorectal,85.0,388868803.0
Germany,Thyroid,1070.0,848286367.0
India,Prostate,2047.0,407136310.0
Egypt,Lung,2810.0,1108516404.0
China,Prostate,3167.0,857780650.0
Indonesia,Oesophagus,2585.0,1249762463.0
UK,Oesophagus,4764.0,881123921.0
Spain,Stomach,4315.0,714829784.0
India,Lung,195.0,109928006.0
China,Cervical,4565.0,467241207.0
Canada,Pancreatic,4718.0,41902525.0
Italy,Cervical,1076.0,660025140.0
UK,Pancreatic,3715.0,1251906030.0
Canada,Pancreatic,1336.0,938262962.0
Australia,Pancreatic,2896.0,616396305.0
Argentina,Breast,370.0,256558510.0
Pakistan,Pancreatic,4145.0,560653457.0
Saudi Arabia,Prostate,2343.0,704502464.0
Australia,Colorectal,1662.0,1371452768.0
Pakistan,Lung,526.0,761104521.0
UK,Colorectal,3214.0,592993402.0
Brazil,Stomach,1876.0,683456135.0
Australia,Prostate,832.0,1233638965.0
USA,Pancreatic,4678.0,25374431.0
Pakistan,Breast,1997.0,1088632470.0
Australia,Liver,3381.0,940340237.0
Pakistan,Cervical,4724.0,57442384.0
Argentina,Oesophagus,1643.0,218024600.0
India,Lung,1797.0,1212865910.0
Australia,Colorectal,2083.0,444844613.0
Australia,Prostate,306.0,9068691.0
France,Liver,3041.0,641319571.0
South Korea,Thyroid,1467.0,468756447.0
USA,Thyroid,4164.0,1335328391.0
Italy,Oesophagus,159.0,1143377068.0
Argentina,Thyroid,2602.0,1398462127.0
France,Cervical,1107.0,780395770.0
Canada,Stomach,4400.0,1393887580.0
South Korea,Thyroid,4783.0,1183708241.0
Spain,Oesophagus,2092.0,991368062.0
Japan,Stomach,2231.0,356130449.0
Saudi Arabia,Cervical,,739894922.0
Saudi Arabia,Oesophagus,3608.0,441605100.0
India,Thyroid,1671.0,996658574.0
South Korea,Pancreatic,3708.0,866242457.0
Spain,Lung,2744.0,185369400.0
Canada,Thyroid,3934.0,1041658818.0
Japan,Oesophagus,4830.0,764864997.0
Indonesia,Lung,3334.0,726819080.0
Mexico,Lung,2216.0,880619367.0
Indonesia,Stomach,3936.0,1037949941.0
Spain,Cervical,4447.0,1307577911.0
Japan,Thyroid,4372.0,958087324.0
Pakistan,Liver,4501.0,206233284.0
South Africa,Pancreatic,4846.0,341418855.0
Indonesia,Cervical,3442.0,659819718.0
Indonesia,Liver,2320.0,695527943.0
China,Liver,3761.0,
Japan,Colorectal,,1290482083.0
UK,Stomach,1264.0,676067936.0
Italy,Breast,1695.0,1038688863.0
USA,Prostate,1400.0,148341153.0
France,Prostate,3248.0,624948080.0
Argentina,Stomach,414.0,184173912.0
South Africa,Stomach,3989.0,552257153.0
South Korea,Liver,4664.0,686570568.0
Bangladesh,Stomach,3249.0,32514853.0
Egypt,Liver,1676.0,537736101.0
Indonesia,Cervical,3251.0,840061602.0
Canada,Breast,1695.0,1135244110.0
China,Colorectal,,35039558.0
Bangladesh,Liver,2445.0,817599401.0
Spain,Stomach,2086.0,154367715.0
Nigeria,Lung,3602.0,775040744.0
Mexico,Thyroid,971.0,624410196.0
Italy,Prostate,3796.0,191239259.0
South Korea,Breast,3708.0,1212423314.0
Bangladesh,Thyroid,3832.0,712784844.0
Russia,Oesophagus,4045.0,412309091.0
Italy,Stomach,4506.0,235486254.0
Turkey,Liver,4327.0,293258105.0
South Korea,Colorectal,1524.0,682826793.0
Australia,Lung,4708.0,1204107091.0
UK,Colorectal,4459.0,686364839.0
Egypt,Thyroid,2118.0,680355397.0
China,Lung,3817.0,881500393.0
UK,Pancreatic,,224096735.0
UK,Prostate,452.0,1240665936.0
Spain,Stomach,1197.0,1309297290.0
Italy,Oesophagus,662.0,337596675.0
Turkey,Thyroid,1926.0,161018518.0
Germany,Liver,1663.0,731719088.0
USA,Prostate,3067.0,64908769.0
Indonesia,Oesophagus,4838.0,222185172.0
USA,Colorectal,1784.0,364863189.0
Spain,Prostate,3598.0,734666880.0
South Africa,Oesophagus,2969.0,501695199.0
Bangladesh,Oesophagus,4985.0,439430141.0
Vietnam,Colorectal,2200.0,1038623067.0
Russia,Oesophagus,2430.0,335694481.0
Turkey,Breast,1860.0,966757958.0
France,Lung,3251.0,111315701.0
France,Breast,802.0,462114213.0
France,Colorectal,2522.0,237342213.0
China,Cervical,1391.0,1059301453.0
Australia,Prostate,554.0,1073634038.0
Japan,Pancreatic,3532.0,1086992249.0
China,Liver,2019.0,845858923.0
Saudi Arabia,Liver,4099.0,544471789.0
Italy,Thyroid,4197.0,3897933.0
Canada,Thyroid,3687.0,
South Korea,Colorectal,2472.0,972143240.0
Russia,Thyroid,4534.0,82385985.0
Bangladesh,Liver,723.0,335575313.0
Japan,Breast,642.0,978113689.0
Brazil,Pancreatic,2829.0,1334299542.0
Canada,Liver,3718.0,1369395597.0
UK,Breast,2602.0,125662092.0
Pakistan,Cervical,4228.0,726479778.0
Turkey,Colorectal,3188.0,176844910.0
Australia,Stomach,4559.0,501273998.0
USA,Cervical,2550.0,1321639890.0
Brazil,Cervical,2843.0,77092494.0
Indonesia,Liver,4343.0,855091198.0
Mexico,Colorectal,1762.0,449670727.0
Pakistan,Lung,2395.0,917608022.0
Japan,Oesophagus,349.0,504435020.0
Nigeria,Cervical,4274.0,1097854294.0
Australia,Thyroid,1956.0,605627357.0
Canada,Breast,2535.0,506859978.0
Vietnam,Lung,256.0,961045724.0
USA,Colorectal,343.0,680897109.0
Argentina,Stomach,1923.0,1031119037.0
Russia,Pancreatic,3808.0,540909797.0
Germany,Lung,2138.0,721692380.0
Brazil,Stomach,1822.0,1125496405.0
Argentina,Liver,2913.0,804591639.0
Spain,Prostate,4771.0,
Germany,Oesophagus,4423.0,
Mexico,Liver,3476.0,79510981.0
Germany,Colorectal,578.0,792607046.0
UK,Prostate,2183.0,905629411.0
France,Stomach,1974.0,763401927.0
Spain,Prostate,4838.0,438764347.0
Canada,Pancreatic,1410.0,281957132.0
Bangladesh,Thyroid,,361668401.0
Bangladesh,Thyroid,3266.0,171601279.0
South Korea,Liver,2412.0,1202709846.0
Bangladesh,Liver,4370.0,184899196.0
UK,Colorectal,3544.0,246182928.0
China,Colorectal,,1326168433.0
Mexico,Breast,117.0,836818797.0
Germany,Pancreatic,1692.0,
Mexico,Colorectal,1070.0,533504362.0
France,Cervical,3193.0,632566729.0
Italy,Pancreatic,1520.0,1000274078.0
Canada,Breast,1432.0,509504723.0
Australia,Thyroid,2980.0,101406530.0
China,Lung,1386.0,822739037.0
Egypt,Breast,3216.0,657804369.0
Mexico,Breast,1292.0,685872890.0
Indonesia,Liver,1755.0,60475155.0
Vietnam,Oesophagus,3249.0,756221538.0
Egypt,Prostate,2644.0,1044263010.0
Australia,Thyroid,3987.0,868110475.0
Nigeria,Stomach,1729.0,
South Korea,Stomach,1365.0,1201963640.0
Italy,Colorectal,4876.0,284584356.0
USA,Thyroid,617.0,981111344.0
Nigeria,Cervical,2754.0,1258959784.0
USA,Colorectal,,659226412.0
India,Colorectal,1798.0,396663593.0
UK,Breast,4741.0,700221916.0
Argentina,Thyroid,697.0,180138886.0
South Africa,Prostate,2243.0,240113313.0
UK,Colorectal,2858.0,110356765.0
Russia,Oesophagus,174.0,1041589635.0
Pakistan,Pancreatic,1587.0,739986461.0
Spain,Cervical,4625.0,604071448.0
Germany,Cervical,4857.0,320886103.0
Pakistan,Colorectal,2020.0,565223530.0
Argentina,Oesophagus,2812.0,29301150.0
Italy,Pancreatic,1867.0,
Italy,Lung,864.0,1206152756.0
Russia,Liver,3151.0,1121997757.0
Vietnam,Liver,4201.0,859908070.0
Vietnam,Liver,1704.0,292620690.0
Nigeria,Breast,181.0,108014595.0
Saudi Arabia,Cervical,280.0,1122926879.0
Turkey,Stomach,,
Brazil,Stomach,3623.0,514204788.0
Turkey,Breast,1031.0,1179350006.0
Mexico,Colorectal,982.0,395009330.0
India,Thyroid,1459.0,720761297.0
Bangladesh,Thyroid,3005.0,706868404.0
India,Liver,4678.0,4646910.0
Brazil,Thyroid,4700.0,276951434.0
Spain,Colorectal,2791.0,674395082.0
Nigeria,Lung,2988.0,720403255.0
Argentina,Breast,3470.0,1194707108.0
USA,Lung,2554.0,273509792.0
Italy,Cervical,3083.0,653895680.0
Brazil,Thyroid,,1171462803.0
Saudi Arabia,Pancreatic,3873.0,682032452.0
South Africa,Liver,4530.0,343175385.0
Egypt,Breast,761.0,180939877.0
Canada,Liver,,318184770.0
Nigeria,Thyroid,1521.0,663000826.0
South Korea,Prostate,3749.0,783302430.0
Saudi Arabia,Thyroid,3236.0,424737430.0
South Africa,Breast,4799.0,1177920322.0
Saudi Arabia,Stomach,1192.0,105905908.0
Bangladesh,Breast,4031.0,941669100.0
Pakistan,Oesophagus,2618.0,
Bangladesh,Pancreatic,1658.0,415412115.0
UK,Thyroid,4683.0,273799215.0
Nigeria,Oesophagus,3872.0,1244661556.0
Egypt,Stomach,1947.0,523576811.0
China,Colorectal,2242.0,174685240.0
Bangladesh,Colorectal,4122.0,1354812296.0
France,Pancreatic,1141.0,1380397487.0
India,Cervical,749.0,695182083.0
Spain,Pancreatic,4142.0,596488829.0
Nigeria,Pancreatic,1951.0,677088856.0
Canada,Pancreatic,2228.0,1327465585.0
Turkey,Pancreatic,782.0,872906176.0
Mexico,Pancreatic,562.0,648703603.0
France,Lung,2737.0,97381771.0
Germany,Stomach,4146.0,392012391.0
USA,Breast,3806.0,255273255.0
UK,Thyroid,481.0,332865659.0
USA,Oesophagus,4544.0,613129495.0
Italy,Pancreatic,857.0,633453109.0
Canada,Cervical,1329.0,1360710664.0
UK,Liver,2271.0,1084497325.0
Australia,Thyroid,904.0,1248631187.0
USA,Liver,3262.0,470641044.0
Turkey,Oesophagus,2636.0,804590145.0
France,Oesophagus,4890.0,711256855.0
Argentina,Thyroid,2818.0,1139275080.0
Indonesia,Cervical,4388.0,1209228518.0
Spain,Lung,3390.0,504807033.0
France,Colorectal,3278.0,1088106.0
Canada,Oesophagus,1669.0,217262252.0
Argentina,Cervical,325.0,743574717.0
USA,Oesophagus,4153.0,1342168084.0
Spain,Prostate,3913.0,408060368.0
Nigeria,Colorectal,,258744511.0
South Africa,Oesophagus,2130.0,1127499716.0
Saudi Arabia,Cervical,859.0,519505669.0
Egypt,Oesophagus,,468863753.0
Australia,Liver,4028.0,350636799.0
Russia,Thyroid,911.0,877715713.0
Vietnam,Thyroid,86.0,656307078.0
Italy,Oesophagus,3861.0,1280482605.0
France,Cervical,2131.0,161067940.0
USA,Liver,504.0,1267088530.0
USA,Lung,4589.0,1316236340.0
Canada,Lung,3358.0,842471259.0
Brazil,Liver,4357.0,115440659.0
Argentina,Breast,3261.0,674574621.0
Germany,Cervical,2705.0,339312485.0
Indonesia,Lung,1031.0,831313537.0
South Korea,Breast,4441.0,1080005378.0
Russia,Cervical,201.0,954110574.0
Indonesia,Liver,3344.0,247981993.0
France,Pancreatic,649.0,1205329456.0
China,Breast,1372.0,542228902.0
Germany,Breast,1561.0,48991320.0
France,Oesophagus,2308.0,378570881.0
South Korea,Stomach,281.0,1250497934.0
Turkey,Stomach,2792.0,214177922.0
Canada,Cervical,4512.0,
Indonesia,Oesophagus,4626.0,1337077557.0
Vietnam,Thyroid,621.0,610501991.0
Saudi Arabia,Colorectal,1252.0,281341091.0
France,Pancreatic,1557.0,545579698.0
South Africa,Colorectal,1662.0,513471670.0
China,Breast,3616.0,134169125.0
Vietnam,Prostate,4090.0,774894340.0
Brazil,Lung,1620.0,265576997.0
Brazil,Lung,1089.0,56028392.0
Indonesia,Oesophagus,1475.0,563849193.0
Argentina,Stomach,,1161196382.0
Mexico,Prostate,220.0,1199687776.0
Egypt,Oesophagus,238.0,
Russia,Breast,4931.0,695986434.0
Spain,Prostate,,1271831397.0
Australia,Lung,649.0,1168748542.0
Germany,Cervical,4991.0,1206866909.0
Turkey,Breast,4067.0,529683438.0
Nigeria,Oesophagus,3382.0,991156565.0
South Korea,Thyroid,3626.0,752471711.0
South Africa,Liver,2439.0,706243006.0
France,Breast,1003.0,189974396.0
France,Breast,1675.0,1009194079.0
Egypt,Thyroid,1920.0,200378307.0
Vietnam,Pancreatic,4311.0,506286727.0
Spain,Cervical,2074.0,617395283.0
Egypt,Thyroid,4379.0,1278405422.0
Saudi Arabia,Colorectal,690.0,506858758.0
Vietnam,Colorectal,1877.0,318551168.0
France,Breast,4752.0,391966971.0
Argentina,Pancreatic,589.0,1282888968.0
Mexico,Lung,2415.0,791095382.0
Brazil,Pancreatic,4488.0,709607129.0
Vietnam,Colorectal,,947182733.0
Japan,Pancreatic,3997.0,902195965.0
South Korea,Pancreatic,3076.0,1376605547.0
Japan,Cervical,4782.0,714886873.0
Spain,Breast,3587.0,1214596662.0
Germany,Cervical,4224.0,618452882.0
Spain,Lung,2546.0,1270237733.0
Indonesia,Lung,4336.0,535308356.0
India,Colorectal,4789.0,706670008.0
Pakistan,Oesophagus,2139.0,1140510306.0
Russia,Thyroid,3371.0,
India,Stomach,3631.0,398222558.0
Italy,Breast,2599.0,208203025.0
Bangladesh,Oesophagus,1266.0,1029631053.0
Mexico,Breast,4935.0,952257624.0
Spain,Thyroid,4028.0,2053518.0
Spain,Thyroid,791.0,
Egypt,Prostate,4235.0,287886883.0
Italy,Cervical,1764.0,1386700554.0
Australia,Colorectal,,1165356708.0
South Africa,Prostate,697.0,849704872.0
South Africa,Lung,2847.0,944707876.0
Egypt,Stomach,868.0,329912582.0
Turkey,Colorectal,292.0,500440529.0
Egypt,Lung,4364.0,367026929.0
Canada,Pancreatic,4154.0,1307927379.0
India,Cervical,4575.0,1379773303.0
Vietnam,Cervical,3927.0,598472897.0
France,Cervical,62.0,424031574.0
Italy,Prostate,3067.0,851406687.0
Mexico,Liver,739.0,814356684.0
Bangladesh,Oesophagus,3188.0,377356364.0
Spain,Thyroid,3790.0,1059842000.0
Turkey,Stomach,726.0,635223289.0
Nigeria,Thyroid,3624.0,210894869.0
USA,Liver,4353.0,1397363290.0
Saudi Arabia,Pancreatic,,417402320.0
UK,Pancreatic,2915.0,405365017.0
UK,Pancreatic,1052.0,615926757.0
China,Colorectal,2552.0,85110349.0
Brazil,Lung,1815.0,440663092.0
Australia,Lung,1603.0,645389771.0
Nigeria,Pancreatic,2341.0,953478020.0
China,Stomach,2035.0,565252644.0
Russia,Prostate,4916.0,1297782659.0
Spain,Stomach,287.0,561080438.0
France,Stomach,3367.0,707246334.0
Bangladesh,Lung,2442.0,1010045788.0
Mexico,Cervical,3605.0,512075372.0
Bangladesh,Stomach,1634.0,153518275.0
France,Stomach,1357.0,76991537.0
Spain,Thyroid,2135.0,579723313.0
Turkey,Cervical,1869.0,703172737.0
Bangladesh,Lung,81.0,711330134.0
Bangladesh,Prostate,341.0,1028247763.0
Australia,Oesophagus,3736.0,422477299.0
Turkey,Lung,4437.0,147415697.0
Turkey,Lung,1692.0,1120661690.0
Vietnam,Stomach,627.0,1297708774.0
Canada,Thyroid,3959.0,734460967.0
South Africa,Liver,1273.0,558676503.0
France,Pancreatic,4126.0,152830621.0
Pakistan,Breast,2702.0,335148928.0
Canada,Thyroid,496.0,
UK,Liver,3469.0,1196034984.0
Italy,Stomach,4423.0,563325310.0
Saudi Arabia,Stomach,3091.0,588785281.0
Canada,Prostate,2629.0,978584751.0
Argentina,Liver,1472.0,768525731.0
Vietnam,Colorectal,2659.0,1063250924.0
Saudi Arabia,Pancreatic,3131.0,671748048.0
Japan,Breast,108.0,730972906.0
USA,Prostate,3209.0,1059677313.0
Indonesia,Thyroid,508.0,790913667.0
Turkey,Thyroid,153.0,1029486177.0
Brazil,Liver,4976.0,
Germany,Pancreatic,838.0,367756741.0
Australia,Pancreatic,791.0,233937231.0
Italy,Thyroid,3456.0,1368257837.0
Vietnam,Colorectal,1622.0,1198710923.0
